procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 804660 64456108   5192 219948    0    0     0     0   75  645  1  0 99  0  0
 0  0 804660 64456620   5200 219948    0    0     0    28  711 1929  1  2 97  0  0
 0  0 804660 64456620   5200 219948    0    0     0     0   63  613  0  1 99  0  0
 0  0 804660 64457016   5200 219948    0    0     0     0  708 1911  1  2 98  0  0
 0  0 804660 64457124   5200 219948    0    0     0     0   72  631  0  0 99  0  0
 0  0 804660 64456520   5200 219948    0    0     0     0  703 1926  1  1 98  0  0
 0  0 804660 64456124   5208 219948    0    0     0    16   84  671  1  0 99  0  0
 1  0 804660 64455340   5208 219948    0    0     0     0  692 1903  1  1 98  0  0
 0  0 804660 64455628   5208 219948    0    0     0     0   82  654  1  0 99  0  0
 1  0 804660 64453596   5208 219948    0    0     0     0   73  648  0  1 99  0  0
 0  0 804656 64454104   5208 219948    0    0     0     0  707 1912  0  2 98  0  0
 0  0 804656 64454104   5216 219948    0    0     0    16   83  679  1  0 99  0  0
 0  0 804656 64454108   5216 219948    0    0     0     0  687 1879  1  2 97  0  0
 0  0 804656 64454108   5216 219948    0    0     0     0   76  649  0  1 99  0  0
 0  0 804656 64455372   5216 219948    0    0     0     0  705 1898  1  2 98  0  0
 0  0 804656 64455372   5216 219948    0    0     0     0   62  629  0  0 99  0  0
 0  0 804656 64455264   5224 219940    0    0     0    16  695 1922  0  2 97  0  0
 0  0 804656 64455120   5224 219948    0    0     0     0   80  653  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804656 64454616   5224 219948    0    0     0    12  693 1904  1  1 98  0  0
 0  0 804628 64454616   5224 220120   52    0   224     0   92  695  1  1 99  0  0
 0  0 804624 64454620   5224 220120    0    0     0     0  697 1919  1  2 98  0  0
 0  0 804624 64455628   5232 220120    0    0     0    16  100  720  0  1 99  0  0
 0  0 804624 64456136   5232 220124    0    0     0     0  680 1868  1  1 98  0  0
 0  0 804624 64456136   5232 220124    0    0     0     0   71  654  0  1 99  0  0
 0  0 804624 64457040   5232 220124    0    0     0     0  694 1896  1  1 98  0  0
 1  0 804624 64457400   5232 220124    0    0     0     0   80  656  0  1 99  0  0
 0  0 804624 64457148   5240 220128    0    0     0    16  659 1838  0  1 98  0  0
 0  0 804624 64457148   5240 220128    0    0     0     0   71  654  1  0 99  0  0
 0  0 804624 64457244   5240 220128    0    0     0     8  672 1866  0  3 97  0  0
 0  0 804624 64456740   5240 220128    0    0     0     0   66  616  0  0 99  0  0
 0  0 804624 64458036   5240 220128    0    0     0     0  707 1919  1  1 98  0  0
 0  0 804624 64458256   5248 220128    0    0     0    28   81  657  0  1 99  0  0
 1  0 804624 64458004   5248 220128    0    0     0     0   98  713  0  1 99  0  0
 0  0 804624 64457756   5248 220128    0    0     0    16  660 1818  1  1 98  0  0
 0  0 804624 64457756   5248 220128    0    0     0     0   77  641  1  0 99  0  0
 0  0 804620 64457256   5248 220128    0    0     0     0  716 1918  1  1 98  0  0
 0  0 804620 64456752   5256 220120    0    0     0    16   68  630  1  0 99  0  0
 0  0 804620 64457512   5256 220128    0    0     0     0  700 1907  1  1 98  0  0
 0  0 804620 64457512   5256 220128    0    0     0     0   73  629  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804620 64456760   5256 220128    0    0     0     0  706 1920  1  1 98  0  0
 0  0 804620 64457016   5256 220128    0    0     0     0   73  638  0  1 99  0  0
 0  0 804620 64456516   5264 220128    0    0     0    16  703 1916  1  1 98  0  0
 1  0 804620 64456516   5264 220128    0    0     0     0   68  622  0  1 99  0  0
 0  0 804620 64455764   5264 220128    0    0     0     0  693 1891  1  1 98  0  0
 0  0 804620 64455764   5264 220128    0    0     0     0   77  648  0  1 99  0  0
 0  0 804620 64455516   5264 220128    0    0     0     0  705 1926  1  1 98  0  0
 0  0 804620 64455264   5272 220128    0    0     0    16   80  665  1  0 99  0  0
 0  0 804620 64455912   5272 220128    0    0     0     0  707 1896  1  1 98  0  0
 0  0 804620 64455768   5272 220128    0    0     0     0   82  636  1  1 99  0  0
 0  0 804620 64456528   5272 220128    0    0     0     0  705 1903  1  2 98  0  0
 0  0 804620 64456276   5272 220128    0    0     0     0   81  654  1  0 99  0  0
 0  0 804620 64457796   5280 220128    0    0     0    16  719 1951  1  1 98  0  0
 0  0 804620 64457544   5280 220128    0    0     0     0   81  646  1  0 99  0  0
 0  0 804620 64457688   5280 220128    0    0     0     0  704 1911  1  1 98  0  0
 0  0 804620 64457296   5280 220128    0    0     0     0   74  627  0  1 99  0  0
 2  0 804620 64457296   5280 220128    0    0     0     0  105  703  0  1 99  0  0
 0  0 804620 64457804   5288 220128    0    0     0    16  670 1847  1  1 98  0  0
 0  0 804620 64457804   5288 220128    0    0     0     0   83  655  0  0 99  0  0
 0  0 804620 64457216   5288 220128    0    0     0     0  657 1826  1  3 97  0  0
 0  0 804620 64457216   5288 220128    0    0     0     0   78  650  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804620 64453876   5288 220128    0    0     0     0  708 1932  1  1 98  0  0
 0  0 804620 64453624   5296 220128    0    0     0    16   78  655  1  0 99  0  0
 1  0 804620 64456700   5296 220128    0    0     0     0  708 1921  1  1 98  0  0
 1  0 804620 64456700   5296 220128    0    0     0     0   57  602  0  0 100  0  0
 1  0 804620 64457208   5296 220128    0    0     0     4  699 1899  1  2 97  0  0
 1  0 804620 64456956   5296 220128    0    0     0     0   76  661  0  1 99  0  0
 0  0 804620 64456956   5304 220120    0    0     0    16  703 1917  0  2 97  0  0
 0  0 804620 64456704   5304 220128    0    0     0     0   77  643  0  1 99  0  0
 0  0 804620 64457208   5304 220132    0    0     0     0  714 1910  0  2 98  0  0
 1  0 804620 64457208   5304 220132    0    0     0     0   63  636  0  0 99  0  0
 0  0 804620 64458720   5304 220132    0    0     0     0  712 1933  1  1 98  0  0
 0  0 804616 64458720   5312 220132   28    0    28    16   81  671  0  1 99  0  0
 0  0 804616 64459620   5312 220132    0    0     0     0  716 1930  1  1 98  0  0
 0  0 804616 64459732   5312 220132    0    0     0     0   75  634  1  0 99  0  0
 0  0 804616 64460704   5312 220132    0    0     0     0  701 1901  0  1 98  0  0
 0  0 804616 64460740   5312 220132    0    0     0     0   73  639  0  0 99  0  0
 0  0 804616 64461136   5320 220132    0    0     0    16  660 1821  0  1 98  0  0
 0  0 804616 64461244   5320 220132    0    0     0     0  107  725  1  0 99  0  0
 0  0 804616 64461244   5320 220132    0    0     0     0   75  633  0  1 99  0  0
 0  0 804616 64462656   5320 220132    0    0     0     0  472 1475  1  1 98  0  0
 0  0 804616 64462260   5320 220132    0    0     0     0   85  656  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804616 64463020   5328 220132    0    0     0    16  733 1987  1  1 99  0  0
 0  0 804616 64463020   5328 220132    0    0     0     0   70  628  0  1 99  0  0
 0  0 804616 64463524   5328 220132    0    0     0     0  681 1852  1  1 98  0  0
 0  0 804616 64463776   5328 220132    0    0     0     0   76  632  0  0 99  0  0
 0  0 804616 64465040   5328 220132    0    0     0     0  703 1910  1  1 98  0  0
 0  0 804616 64465040   5336 220132    0    0     0    16   88  666  0  0 99  0  0
 0  0 804616 64465040   5336 220132    0    0     0     0  709 1915  1  2 98  0  0
 0  0 804616 64465364   5336 220132    0    0     0     0   82  648  1  2 98  0  0
 0  0 804616 64464864   5336 220132    0    0     0     0  683 1873  1  1 98  0  0
 0  0 804616 64464612   5336 220132    0    0     0     0   67  624  1  0 99  0  0
 0  0 804616 64464868   5344 220132    0    0     0    16  722 1939  1  2 98  0  0
 0  0 804616 64463860   5344 220132    0    0     0     0   70  636  1  0 99  0  0
 0  0 804616 64464872   5344 220132    0    0     0     0  704 1883  0  2 98  0  0
 0  0 804616 64464620   5344 220132    0    0     0     0   79  648  0  1 99  0  0
 0  0 804616 64463864   5344 220132    0    0     0     0  698 1899  1  2 98  0  0
 0  0 804616 64463360   5352 220132    0    0     0    16   88  659  0  1 99  0  0
 0  0 804616 64463360   5352 220132    0    0     0     0  685 1885  1  1 98  0  0
 0  0 804616 64462860   5352 220132    0    0     0     0   77  636  0  0 99  0  0
 0  0 804616 64464244   5352 220132    0    0     0     8  706 1915  1  1 98  0  0
 0  0 804616 64464384   5352 220132    0    0     0     0   77  653  0  1 99  0  0
 1  0 804616 64464384   5360 220132    0    0     0    28  234  970  0  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804616 64464888   5360 220132    0    0     0     0  571 1622  1  1 98  0  0
 0  0 804616 64464888   5360 220132    0    0     0     0   71  628  1  0 99  0  0
 0  0 804616 64465644   5360 220132    0    0     0    12  696 1857  1  1 98  0  0
 0  0 804616 64465648   5360 220132    0    0     0     0   77  650  1  1 99  0  0
 0  0 804616 64465648   5368 220132    0    0     0    16  722 1958  0  2 98  0  0
 0  0 804616 64465396   5368 220132    0    0     0     0   74  649  0  1 99  0  0
 0  0 804616 64465900   5368 220132    0    0     0     0  712 1916  0  2 98  0  0
 0  0 804616 64465648   5368 220132    0    0     0     0   69  624  0  1 99  0  0
 2  0 804616 64466156   5368 220132    0    0     0     0  719 1910  1  1 98  0  0
 0  0 804616 64466408   5376 220132    0    0     0    16   93  676  0  1 99  0  0
 0  0 804616 64466660   5376 220132    0    0     0     0  706 1907  0  2 98  0  0
 0  0 804616 64466660   5376 220136    0    0     0     0   66  644  0  1 99  0  0
 0  0 804616 64466668   5376 220136    0    0     0     0  704 1908  1  1 98  0  0
 0  0 804616 64466416   5376 220136    0    0     0     0   76  659  1  0 99  0  0
 0  0 804612 64465408   5384 220128    8    0     8    16  707 1917  1  2 97  0  0
 0  0 804612 64465160   5384 220136    0    0     0     0   62  628  0  0 99  0  0
 0  0 804612 64465652   5384 220136    0    0     0     0  705 1916  1  3 97  0  0
 1  0 804612 64465328   5384 220136    0    0     0     0   74  639  0  0 99  0  0
 0  0 804612 64465580   5384 220136    0    0     0     0  700 1899  0  2 97  0  0
 0  0 804612 64465076   5392 220136    0    0     0    16   95  683  1  1 98  0  0
 1  0 804612 64464392   5392 220136    0    0     0     0  680 1844  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804612 64465584   5392 220136    0    0     0     0   96  673  0  1 99  0  0
 0  0 804612 64465332   5392 220136    0    0     0     0   62  616  0  1 99  0  0
 0  0 804600 64464832   5392 220120    8    0     8     0  701 1920  1  2 98  0  0
 0  0 804600 64464832   5400 220120    0    0     0    16   81  666  0  1 99  0  0
 0  0 804600 64464580   5400 220120    0    0     0     0  701 1922  0  1 98  0  0
 0  0 804600 64464580   5400 220120    0    0     0     0   71  639  0  1 99  0  0
 0  0 804600 64465088   5400 220120    0    0     0     0  634 1807  1  1 99  0  0
 1  0 804600 64465088   5400 220120    0    0     0     0   65  629  0  0 99  0  0
 0  0 804600 64465592   5408 220120    0    0     0    16  712 1941  1  1 98  0  0
 0  0 804600 64465088   5408 220120    0    0     0     0   77  643  0  1 99  0  0
 0  0 804600 64464088   5408 220120    0    0     0     0  688 1871  1  2 97  0  0
 0  0 804600 64464088   5408 220120    0    0     0     8   79  650  1  0 99  0  0
 0  0 804600 64464596   5408 220120    0    0     0     0  708 1928  1  1 97  0  0
 0  0 804600 64464596   5416 220120    0    0     0    28   77  646  0  0 99  0  0
 0  0 804600 64463336   5416 220120    0    0     0     0  689 1891  1  1 98  0  0
 0  0 804600 64462832   5416 220120    0    0     0     0   78  638  1  0 99  0  0
 0  0 804600 64462476   5416 220120    0    0     0    12  711 1912  1  1 98  0  0
 0  0 804600 64462336   5416 220120    0    0     0     0   84  669  0  1 99  0  0
 0  0 804600 64462896   5424 220120    0    0     0    16  747 1995  1  2 98  0  0
 0  0 804600 64462900   5424 220120    0    0     0     0   78  654  1  0 99  0  0
 0  0 804600 64461784   5424 220120    0    0     0     0  704 1904  1  2 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804600 64462040   5424 220120    0    0     0     0   62  607  0  0 100  0  0
 0  0 804600 64461140   5424 220120    0    0     0     0  705 1923  0  2 98  0  0
 0  0 804600 64460392   5432 220120    0    0     0    16   82  665  0  1 99  0  0
 1  0 804600 64460792   5432 220120    0    0     0     0  429 1369  1  1 99  0  0
 0  0 804600 64461956   5432 220120    0    0     0     0  361 1208  1  2 97  0  0
 0  0 804600 64461956   5432 220120    0    0     0     0   73  644  0  0 99  0  0
 0  0 804600 64460704   5432 220120    0    0     0     0  709 1919  1  2 98  0  0
 0  0 804600 64460704   5440 220120    0    0     0    16   71  639  0  0 99  0  0
 0  0 804600 64460456   5440 220120    0    0     0     0  700 1919  1  1 98  0  0
 0  0 804600 64460456   5440 220120    0    0     0     0   77  642  0  1 99  0  0
 0  0 804600 64460212   5440 220120    0    0     0     0  700 1889  1  1 98  0  0
 0  0 804596 64459960   5440 220120    0    0     0     0   97  699  1  0 99  0  0
 0  0 804596 64461220   5448 220120    0    0     0    16  713 1934  1  1 98  0  0
 0  0 804596 64460968   5448 220120    0    0     0     0   75  653  0  0 99  0  0
 0  0 804596 64460716   5448 220120    0    0     0     0  691 1868  1  2 98  0  0
 0  0 804596 64460716   5448 220124    0    0     0     0   79  644  0  0 99  0  0
 0  0 804596 64460212   5448 220124    0    0     0     0  713 1919  1  1 98  0  0
 0  0 804596 64460212   5456 220124    0    0     0    16   86  675  0  1 99  0  0
 0  0 804596 64455616   5456 220124    0    0     0     0  713 1921  1  2 97  0  0
 0  0 804596 64455616   5456 220124    0    0     0     0   74  628  0  0 99  0  0
 0  0 804592 64455616   5456 220124    4    0     4     0  715 1911  0  2 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 804592 64455616   5456 220124    0    0     0     0   71  633  0  0 99  0  0
 0  0 804592 64456124   5464 220124    0    0     0    16  724 1970  1  1 97  0  0
 0  0 804592 64456124   5464 220124    0    0     0     0   82  646  0  1 99  0  0
 0  0 804592 64456348   5464 220124    0    0     0     0  706 1880  2  1 97  0  0
 0  0 804592 64456128   5464 220124    0    0     0     8   74  649  1  0 99  0  0
 1  0 804592 64455880   5464 220124    0    0     0     0   93  687  0  1 99  0  0
 0  0 804592 64456132   5472 220128    0    0     0    28  685 1889  0  2 98  0  0
 0  0 804592 64454604   5472 220128    0    0     0     0   80  646  0  1 99  0  0
 0  0 804592 64454100   5472 220128    0    0     0     0  667 1837  0  2 98  0  0
 0  0 804592 64453092   5472 220128    0    0     0     0   76  645  0  0 99  0  0
 0  0 804592 64452844   5472 220128    0    0     0    12  689 1897  1  1 98  0  0
 0  0 804592 64454908   5480 220128    0    0     0    16   89  678  1  0 99  0  0
 0  0 804592 64454156   5480 220128    0    0     0     0  692 1906  1  1 98  0  0
 1  0 804592 64453004   5480 220128    0    0     0     0   75  646  1  2 98  0  0
 0  0 804592 64453004   5480 220128    0    0     0     0  580 1680  1  1 98  0  0
 0  0 804592 64453004   5480 220128    0    0     0     0   78  658  1  0 99  0  0
